0,0
1,0
2,0
3,0
4,1.67E-12
5,1.84E-11
6,9.59E-11
7,3.44E-10
8,9.77E-10
9,2.37E-09
10,5.14E-09
11,1.02E-08
12,1.88E-08
13,3.28E-08
14,5.47E-08
15,8.75E-08
16,1.35E-07
17,2.04E-07
18,2.99E-07
19,4.28E-07
20,6.01E-07
21,8.29E-07
22,1.13E-06
23,1.51E-06
24,1.99E-06
25,2.60E-06
26,3.35E-06
27,4.28E-06
28,5.42E-06
29,6.80E-06
30,8.46E-06
31,1.04E-05
32,1.28E-05
33,1.56E-05
34,1.89E-05
35,2.28E-05
36,2.73E-05
37,3.25E-05
38,3.85E-05
39,4.55E-05
40,5.34E-05
41,6.25E-05
42,7.29E-05
43,8.46E-05
44,9.79E-05
45,1.13E-04
46,1.30E-04
47,1.49E-04
48,1.70E-04
49,1.94E-04
50,2.20E-04
51,2.49E-04
52,2.82E-04
53,3.18E-04
54,3.57E-04
55,4.01E-04
56,4.49E-04
57,5.02E-04
58,5.60E-04
59,6.23E-04
60,6.92E-04
61,7.67E-04
62,8.49E-04
63,9.39E-04
64,0.001035626
65,0.001140734
66,0.00125455
67,0.001377635
68,0.001510573
69,0.001653975
70,0.00180848
71,0.001974751
72,0.002153481
73,0.002345391
74,0.00255123
75,0.002771777
76,0.00300784
77,0.003260258
78,0.003529901
79,0.00381767
80,0.004124498
81,0.004451351
82,0.004799227
83,0.005169157
84,0.005562207
85,0.005979474
86,0.006422093
87,0.006891232
88,0.007388094
89,0.007913916
90,0.008469975
91,0.009057579
92,0.009678075
93,0.010332846
94,0.011023311
95,0.011750925
96,0.012517183
97,0.013323613
98,0.014171782
99,0.015063294
100,0.01599979
101,0.016982948
102,0.018014485
103,0.019096151
104,0.020229738
105,0.02141707
106,0.02266001
107,0.023960458
108,0.025320349
109,0.026741654
110,0.028226381
111,0.029776573
112,0.031394307
113,0.033081695
114,0.034840886
115,0.036674056
116,0.03858342
117,0.040571228
118,0.042639755
119,0.044791311
120,0.04702824
121,0.049352914
122,0.051767733
123,0.054275129
124,0.056877561
125,0.059577513
126,0.062377501
127,0.065280057
128,0.068287753
129,0.071403176
130,0.074628934
131,0.077967659
132,0.081422001
133,0.084994644
134,0.088688269
135,0.092505597
136,0.096449353
137,0.100522272
138,0.104727119
139,0.109066665
140,0.113543689
141,0.118160985
142,0.122921355
143,0.127827615
144,0.13288258
145,0.138089076
146,0.143449917
147,0.148967937
148,0.154645979
149,0.160486862
150,0.166493416
151,0.172668472
152,0.179014847
153,0.185535342
154,0.192232788
155,0.199109972
156,0.20616968
157,0.213414684
158,0.220847741
159,0.228471607
160,0.236289009
161,0.244302645
162,0.252515227
163,0.260929406
164,0.26954782
165,0.278373092
166,0.287407815
167,0.296654522
168,0.306115776
169,0.31579408
170,0.325691909
171,0.335811675
172,0.346155792
173,0.356726617
174,0.367526472
175,0.378557622
176,0.389822304
177,0.401322693
178,0.413060963
179,0.425039202
180,0.437259436
181,0.449723691
182,0.462433904
183,0.475391954
184,0.488599718
185,0.502058923
186,0.515771329
187,0.529738605
188,0.543962359
189,0.558444083
190,0.573185325
191,0.588187456
192,0.603451848
193,0.618979752
194,0.63477242
195,0.650830984
196,0.667156518
197,0.683750033
198,0.700612426
199,0.717744589
200,0.735147297
201,0.752821267
202,0.770767152
203,0.788985491
204,0.807476759
205,0.826241374
206,0.845279694
207,0.864591897
208,0.884178162
209,0.904038548
210,0.924173117
211,0.944581747
212,0.965264261
213,0.986220419
214,1.007449865
215,1.028952241
216,1.05072701
217,1.072773695
218,1.095091462
219,1.117679596
220,1.140537381
221,1.163663745
222,1.187057734
223,1.210718274
224,1.234644175
225,1.258834243
226,1.283287048
227,1.308001161
228,1.332975149
229,1.358207345
230,1.383696198
231,1.409439802
232,1.435436368
233,1.461683989
234,1.488180637
235,1.514924288
236,1.541912794
237,1.569143772
238,1.596615076
239,1.624324203
240,1.652268767
241,1.680446148
242,1.708853722
243,1.737488866
244,1.766348839
245,1.795430779
246,1.824731708
247,1.854248762
248,1.883978844
249,1.913918972
250,1.944065809
251,1.974416256
252,2.004966974
253,2.035714626
254,2.066655874
255,2.097787142
256,2.129104853
257,2.160605669
258,2.192285776
259,2.224141598
260,2.256169319
